id	canonical_name	entity_type	categories	difficulty	summary_short	metadata_status
topic.maschinelles-lernen	Maschinelles Lernen	technology_topic	data_ai	4	Maschinelles Lernen is a data and AI topic for statistics, modeling, machine learning, scientific computing, and computational workflows.	generated_seed
topic.webentwicklung	Webentwicklung	technology_topic	software	3	Webentwicklung is a software topic for programming, platforms, tooling, architecture, and open technical ecosystems.	generated_seed
topic.kunstkurierung	Kunstkurierung	art_or_design_topic	art	2	Kunstkurierung is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.skandinavien	Skandinavien	place	travel	2	Skandinavien is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.die-bruecke	Die Brücke	topic	media	2	Die Brücke is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.animation	Animation	media_work_or_topic	media	2	Animation is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.pop-art	Pop Art	art_or_design_topic	art	2	Pop Art is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.bayerische-alpen	Bayerische Alpen	place	nature_outdoors	2	Bayerische Alpen is an outdoor or nature topic for activities, landscapes, travel, and environmental context.	generated_seed
topic.hostels	Hostels	travel_topic	travel	2	Hostels is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.industriedesign	Industriedesign	art_or_design_topic	design	2	Industriedesign is a design topic used to connect visual practice, form, technology, and historical context.	generated_seed
topic.langlebigkeit	Langlebigkeit	health_or_wellbeing_topic	health_wellbeing	2	Langlebigkeit is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.the-witcher	The Witcher	game_or_gaming_topic	gaming	2	The Witcher is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.graphic-novels	Graphic Novels	topic	lifestyle	2	Graphic Novels is a lifestyle topic for habits, culture, routines, personal interests, and cross-domain learning examples.	generated_seed
topic.naturheilkunde	Naturheilkunde	health_or_wellbeing_topic	health_wellbeing	2	Naturheilkunde is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.amazon-prime-video	Amazon Prime Video	topic	media	2	Amazon Prime Video is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.eisbaden	Eisbaden	health_or_wellbeing_topic	health_wellbeing	2	Eisbaden is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.albrecht-duerer	Albrecht Dürer	person	art	2	Albrecht Dürer is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.stoizismus	Stoizismus	topic	lifestyle	2	Stoizismus is a lifestyle topic for habits, culture, routines, personal interests, and cross-domain learning examples.	generated_seed
topic.kunstrestaurierung	Kunstrestaurierung	art_or_design_topic	art	2	Kunstrestaurierung is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.james-bond	James Bond	media_work_or_topic	media	2	James Bond is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.deutscher-hip-hop	Deutscher Hip Hop	topic	music	2	Deutscher Hip Hop is a music topic for artists, genres, scenes, events, sound, and cultural relationships.	generated_seed
topic.berliner-strassenkunst	Berliner Straßenkunst	art_or_design_topic	art	2	Berliner Straßenkunst is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.valorant	Valorant	game_or_gaming_topic	gaming	2	Valorant is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.tech-startups	Tech-Startups	technology_topic	technology|economy_finance	3	Tech-Startups is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.kalligraphie	Kalligraphie	art_or_design_topic	art	2	Kalligraphie is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.filmkritiken	Filmkritiken	media_work_or_topic	media|news_media	2	Filmkritiken is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.boutique-hotels	Boutique-Hotels	travel_topic	travel	2	Boutique-Hotels is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.all-inclusive-resorts	All-inclusive-Resorts	travel_topic	travel	2	All-inclusive-Resorts is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.hausautomation	Hausautomation	technology_topic	technology|lifestyle	3	Hausautomation is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.medizinische-forschung	Medizinische Forschung	topic	science	4	Medizinische Forschung is a science or research topic for evidence-oriented explanation, models, methods, and interdisciplinary links.	generated_seed
topic.kulinarischer-tourismus	Kulinarischer Tourismus	travel_topic	travel	2	Kulinarischer Tourismus is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.internationale-beziehungen	Internationale Beziehungen	civic_or_political_topic	politics_society	3	Internationale Beziehungen is a civic, political, or social topic for neutral, source-aware analysis of institutions, policies, rights, and current developments.	generated_seed
topic.britische-politik	Britische Politik	civic_or_political_topic	politics_society	3	Britische Politik is a civic, political, or social topic for neutral, source-aware analysis of institutions, policies, rights, and current developments.	generated_seed
topic.siemens	Siemens	organization	technology|economy_finance	3	Siemens is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.stranger-things	Stranger Things	media_work_or_topic	media	2	Stranger Things is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.piranha-bytes	Piranha Bytes	organization	gaming	2	Piranha Bytes is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.darmgesundheit	Darmgesundheit	health_or_wellbeing_topic	health_wellbeing	2	Darmgesundheit is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.augmented-reality	Augmented Reality	technology_topic	technology	3	Augmented Reality is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.weinregionen	Weinregionen	travel_topic	travel	2	Weinregionen is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.radfahren	Radfahren	topic	nature_outdoors|mobility_transport	2	Radfahren is an outdoor or nature topic for activities, landscapes, travel, and environmental context.	generated_seed
topic.robotik	Robotik	technology_topic	technology	3	Robotik is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.impressionismus	Impressionismus	art_or_design_topic	art	2	Impressionismus is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.digitaler-nomade	Digitaler Nomade	travel_topic	travel	2	Digitaler Nomade is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.umweltnachrichten	Umweltnachrichten	news_topic_or_source	news_media	2	Umweltnachrichten is a news or journalism topic intended for source-aware, time-sensitive, and comparative information workflows.	generated_seed
topic.reisefotografie	Reisefotografie	travel_topic	travel	2	Reisefotografie is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.quantencomputing	Quantencomputing	technology_topic	technology|data_ai|science	4	Quantencomputing is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.nationalparks	Nationalparks	travel_topic	travel|nature_outdoors	2	Nationalparks is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.weltkulturerbestaetten	Weltkulturerbestätten	travel_topic	travel	2	Weltkulturerbestätten is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.deutsche-wirtschaft	Deutsche Wirtschaft	topic	economy_finance	3	Deutsche Wirtschaft is an economy or finance topic for markets, companies, industry, indicators, and data-analysis exercises.	generated_seed
topic.wacken-open-air	Wacken Open Air	topic	music	2	Wacken Open Air is a music topic for artists, genres, scenes, events, sound, and cultural relationships.	generated_seed
topic.nato	NATO	organization	politics_society	3	NATO is a civic, political, or social topic for neutral, source-aware analysis of institutions, policies, rights, and current developments.	generated_seed
topic.science-fiction-buecher	Science-Fiction-Bücher	topic	lifestyle	2	Science-Fiction-Bücher is a lifestyle topic for habits, culture, routines, personal interests, and cross-domain learning examples.	generated_seed
topic.lol-last-one-laughing-deutschland	LOL: Last One Laughing Deutschland	media_work_or_topic	media	2	LOL: Last One Laughing Deutschland is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.der-herr-der-ringe	Der Herr der Ringe	media_work_or_topic	media	2	Der Herr der Ringe is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.broadway-musicals	Broadway Musicals	topic	media	2	Broadway Musicals is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.luftfahrtnachrichten	Luftfahrtnachrichten	news_topic_or_source	news_media|mobility_transport	2	Luftfahrtnachrichten is a news or journalism topic intended for source-aware, time-sensitive, and comparative information workflows.	generated_seed
topic.tv-serienempfehlungen	TV-Serienempfehlungen	media_work_or_topic	media	2	TV-Serienempfehlungen is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.kryptowaehrungs-nachrichten	Kryptowährungs-Nachrichten	news_topic_or_source	news_media|economy_finance	3	Kryptowährungs-Nachrichten is a news or journalism topic intended for source-aware, time-sensitive, and comparative information workflows.	generated_seed
topic.weltwirtschaft	Weltwirtschaft	topic	economy_finance	3	Weltwirtschaft is an economy or finance topic for markets, companies, industry, indicators, and data-analysis exercises.	generated_seed
topic.gaming-hardware	Gaming-Hardware	game_or_gaming_topic	gaming	2	Gaming-Hardware is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.roguelikes	Roguelikes	topic	gaming	2	Roguelikes is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.museen-galerien	Museen & Galerien	art_or_design_topic	art|architecture_places	2	Museen & Galerien is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.der-blaue-reiter	Der Blaue Reiter	topic	lifestyle	2	Der Blaue Reiter is a lifestyle topic for habits, culture, routines, personal interests, and cross-domain learning examples.	generated_seed
topic.typografie	Typografie	art_or_design_topic	design	2	Typografie is a design topic used to connect visual practice, form, technology, and historical context.	generated_seed
topic.hades	Hades	game_or_gaming_topic	gaming	2	Hades is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.deutscher-filmpreis	Deutscher Filmpreis	media_work_or_topic	media	2	Deutscher Filmpreis is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.inselhuepfen	Inselhüpfen	travel_topic	travel	2	Inselhüpfen is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.nvidia	NVIDIA	organization	technology|economy_finance	3	NVIDIA is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.aufbauspiele	Aufbauspiele	game_or_gaming_topic	gaming	2	Aufbauspiele is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.soziale-themen	Soziale Themen	civic_or_political_topic	politics_society	3	Soziale Themen is a civic, political, or social topic for neutral, source-aware analysis of institutions, policies, rights, and current developments.	generated_seed
topic.intel	Intel	organization	technology|economy_finance	3	Intel is a technology topic for examining systems, devices, infrastructure, industry, and technical change.	generated_seed
topic.nachrichten-zu-kunst-kultur	Nachrichten zu Kunst & Kultur	news_topic_or_source	art|news_media	2	Nachrichten zu Kunst & Kultur is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.klassische-musik	Klassische Musik	topic	music	2	Klassische Musik is a music topic for artists, genres, scenes, events, sound, and cultural relationships.	generated_seed
topic.barockkunst	Barockkunst	art_or_design_topic	art	2	Barockkunst is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.squid-game	Squid Game	media_work_or_topic	media	2	Squid Game is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.zugreisen	Zugreisen	travel_topic	travel|mobility_transport	2	Zugreisen is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.cyberpunk-2077	Cyberpunk 2077	game_or_gaming_topic	gaming	2	Cyberpunk 2077 is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.thriller-filme	Thriller-Filme	media_work_or_topic	media	2	Thriller-Filme is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.kunst-sammeln	Kunst sammeln	art_or_design_topic	art	2	Kunst sammeln is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.deutsche-bahn	Deutsche Bahn	organization	mobility_transport	2	Deutsche Bahn is a mobility or transport topic linking infrastructure, engineering, travel, and industrial change.	generated_seed
topic.linux	Linux	technology_topic	software	3	Linux is a software topic for programming, platforms, tooling, architecture, and open technical ecosystems.	generated_seed
topic.europaeische-hauptstaedte	Europäische Hauptstädte	travel_topic	travel	2	Europäische Hauptstädte is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.datenschutz	Datenschutz	technology_topic	security_privacy	4	Datenschutz is a security, privacy, or networking topic for defensive analysis, systems understanding, and digital-rights context.	generated_seed
topic.weihnachtsmaerkte	Weihnachtsmärkte	travel_topic	travel	2	Weihnachtsmärkte is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.blockchain	Blockchain	topic	economy_finance	3	Blockchain is an economy or finance topic for markets, companies, industry, indicators, and data-analysis exercises.	generated_seed
topic.ski-snowboarden	Ski & Snowboarden	topic	nature_outdoors	2	Ski & Snowboarden is an outdoor or nature topic for activities, landscapes, travel, and environmental context.	generated_seed
topic.gesunde-gewohnheiten	Gesunde Gewohnheiten	health_or_wellbeing_topic	health_wellbeing	2	Gesunde Gewohnheiten is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.kaethe-kollwitz	Käthe Kollwitz	person	art	2	Käthe Kollwitz is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.kryptowaehrung	Kryptowährung	topic	economy_finance	3	Kryptowährung is an economy or finance topic for markets, companies, industry, indicators, and data-analysis exercises.	generated_seed
topic.land-art	Land Art	art_or_design_topic	art	2	Land Art is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.franzoesische-politik	Französische Politik	civic_or_political_topic	politics_society	3	Französische Politik is a civic, political, or social topic for neutral, source-aware analysis of institutions, policies, rights, and current developments.	generated_seed
topic.daedalic-entertainment	Daedalic Entertainment	organization	gaming	2	Daedalic Entertainment is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.neue-sachlichkeit	Neue Sachlichkeit	art_or_design_topic	art	2	Neue Sachlichkeit is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.c-t-magazin	c't Magazin	news_topic_or_source	news_media	2	c't Magazin is a news or journalism topic intended for source-aware, time-sensitive, and comparative information workflows.	generated_seed
topic.automobiltechnik	Automobiltechnik	topic	mobility_transport	2	Automobiltechnik is a mobility or transport topic linking infrastructure, engineering, travel, and industrial change.	generated_seed
topic.spieleentwicklung	Spieleentwicklung	game_or_gaming_topic	gaming|software	3	Spieleentwicklung is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.the-legend-of-zelda	The Legend of Zelda	game_or_gaming_topic	gaming	2	The Legend of Zelda is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.koop-spiele	Koop-Spiele	game_or_gaming_topic	gaming	2	Koop-Spiele is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.gaming-news	Gaming-News	game_or_gaming_topic	gaming	2	Gaming-News is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.konzeptkunst	Konzeptkunst	art_or_design_topic	art|design	2	Konzeptkunst is included as an art or art-history topic for contextual explanation, comparison, and relation-based exploration.	generated_seed
topic.nachrichten-aus-ostasien	Nachrichten aus Ostasien	news_topic_or_source	news_media	2	Nachrichten aus Ostasien is a news or journalism topic intended for source-aware, time-sensitive, and comparative information workflows.	generated_seed
topic.netzwerktechnik	Netzwerktechnik	technology_topic	security_privacy	4	Netzwerktechnik is a security, privacy, or networking topic for defensive analysis, systems understanding, and digital-rights context.	generated_seed
topic.deponia-reihe	Deponia-Reihe	game_or_gaming_topic	gaming	2	Deponia-Reihe is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.atemuebungen	Atemübungen	health_or_wellbeing_topic	health_wellbeing	2	Atemübungen is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.neue-nationalgalerie	Neue Nationalgalerie	place	architecture_places	2	Neue Nationalgalerie is an architecture or cultural-place topic for built heritage, museums, cities, design, and historical context.	generated_seed
topic.kampfspiele	Kampfspiele	game_or_gaming_topic	gaming	2	Kampfspiele is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.street-fighter-6	Street Fighter 6	game_or_gaming_topic	lifestyle	2	Street Fighter 6 is a lifestyle topic for habits, culture, routines, personal interests, and cross-domain learning examples.	generated_seed
topic.cloud-gaming	Cloud-Gaming	game_or_gaming_topic	gaming|technology	3	Cloud-Gaming is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.manga	Manga	topic	lifestyle	2	Manga is a lifestyle topic for habits, culture, routines, personal interests, and cross-domain learning examples.	generated_seed
topic.oeffentliche-gesundheit	Öffentliche Gesundheit	civic_or_political_topic	health_wellbeing|politics_society	3	Öffentliche Gesundheit is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.hautpflege	Hautpflege	health_or_wellbeing_topic	health_wellbeing	2	Hautpflege is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.gewichtheben	Gewichtheben	health_or_wellbeing_topic	health_wellbeing	2	Gewichtheben is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.minimalismus	Minimalismus	topic	lifestyle	2	Minimalismus is a lifestyle topic for habits, culture, routines, personal interests, and cross-domain learning examples.	generated_seed
topic.pokemon	Pokémon	game_or_gaming_topic	gaming	2	Pokémon is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.startups	Startups	topic	economy_finance	3	Startups is an economy or finance topic for markets, companies, industry, indicators, and data-analysis exercises.	generated_seed
topic.gothic-reihe	Gothic-Reihe	game_or_gaming_topic	gaming	2	Gothic-Reihe is a gaming topic for exploring genres, platforms, studios, design patterns, communities, and related titles.	generated_seed
topic.erneuerbare-energie	Erneuerbare Energie	topic	science	4	Erneuerbare Energie is a science or research topic for evidence-oriented explanation, models, methods, and interdisciplinary links.	generated_seed
topic.positive-psychologie	Positive Psychologie	health_or_wellbeing_topic	health_wellbeing	2	Positive Psychologie is a health or wellbeing topic for descriptive learning about habits, evidence, practice, and personal routines.	generated_seed
topic.tauchen	Tauchen	topic	nature_outdoors	2	Tauchen is an outdoor or nature topic for activities, landscapes, travel, and environmental context.	generated_seed
topic.safaris	Safaris	travel_topic	travel|nature_outdoors	2	Safaris is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.kraftwerk	Kraftwerk	topic	music	2	Kraftwerk is a music topic for artists, genres, scenes, events, sound, and cultural relationships.	generated_seed
topic.oekotourismus	Ökotourismus	travel_topic	travel	2	Ökotourismus is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.abenteuerreisen	Abenteuerreisen	travel_topic	travel	2	Abenteuerreisen is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.reise-hacking	Reise-Hacking	travel_topic	travel	2	Reise-Hacking is a travel topic for destinations, trip styles, logistics, culture, and route-planning exercises.	generated_seed
topic.kino-nachrichten	Kino-Nachrichten	news_topic_or_source	media|news_media	2	Kino-Nachrichten is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.house-of-the-dragon	House of the Dragon	media_work_or_topic	media	2	House of the Dragon is a film, television, streaming, or media topic for descriptive analysis, recommendations, and cross-media relationships.	generated_seed
topic.fraunhofer-gesellschaft	Fraunhofer-Gesellschaft	organization	science	4	Fraunhofer-Gesellschaft is a science or research topic for evidence-oriented explanation, models, methods, and interdisciplinary links.	generated_seed
